trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,O61,both_sexes,,,O61 Failed induction of labour,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O61 Failed induction of labour",154,154,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,420377,NA,NA,NA,NA,NA,1.33E-01,NA,NA,NA,NA,NA,3.80E-03,NA,NA,NA,NA,NA,2.74E+01,NA,NA,NA,NA,NA,7.85E-01,NA,NA,NA,NA,NA,3.49E+01,NA,NA,NA,NA,NA,1.75E+00,NA,NA,NA,NA,NA,not_EUR_plus_1,NA,FALSE,icd10-O61-both_sexes.tsv.bgz,icd10-O61-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O61-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O61-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O61-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O61-both_sexes.tsv.bgz.tbi,28b8096189ce77d6faee185c7bf251a9,524321801,d6ac4708e443ac8d91f8276348fdefe3,1750280,NA,NA,NA
icd10,O62,both_sexes,,,O62 Abnormalities of forces of labour,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O62 Abnormalities of forces of labour",439,439,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,439,NA,NA,NA,NA,NA,420092,NA,NA,NA,NA,NA,4.30E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,3.66E-01,NA,NA,NA,NA,NA,1.79E-01,NA,NA,NA,NA,NA,2.05E+00,NA,NA,NA,NA,NA,1.04E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O62-both_sexes.tsv.bgz,icd10-O62-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O62-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O62-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O62-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O62-both_sexes.tsv.bgz.tbi,9e0961cba28091f9122309626c8b031f,530060981,7a7892f9c3e9ca4f43cd4b64339a2c6a,1750316,HP_0001787,Abnormal delivery,Other trait
icd10,O63,both_sexes,,,O63 Long labour,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O63 Long labour",1991,1991,0,NA,NA,NA,"CSA,EUR",2,,0,NA,NA,50,NA,1941,NA,NA,NA,8826,NA,418590,NA,NA,NA,1.62E-01,NA,4.20E-03,NA,NA,NA,4.01E-02,NA,2.20E-03,NA,NA,NA,3.51E+00,NA,1.06E-01,NA,NA,NA,8.68E-01,NA,5.58E-02,NA,NA,NA,4.05E+00,NA,1.91E+00,NA,NA,NA,1.02E+00,NA,1.07E+00,NA,NA,NA,not_EUR_plus_1,NA,h2_z_insignificant,NA,FALSE,icd10-O63-both_sexes.tsv.bgz,icd10-O63-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O63-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O63-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O63-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O63-both_sexes.tsv.bgz.tbi,4315404c32484a49aa42ea8421949481,1075591851,42d9e9b9d26596af5e452aad92086f1f,1923632,EFO_0009682,pregnancy disorder,Other disease
icd10,O64,both_sexes,,,O64 Obstructed labour due to malposition and malpresentation of foetus,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O64 Obstructed labour due to malposition and malpresentation of foetus",421,421,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,421,NA,NA,NA,NA,NA,420110,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,2.20E-01,NA,NA,NA,NA,NA,1.85E-01,NA,NA,NA,NA,NA,1.19E+00,NA,NA,NA,NA,NA,9.94E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O64-both_sexes.tsv.bgz,icd10-O64-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O64-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O64-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O64-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O64-both_sexes.tsv.bgz.tbi,aa8c0b152f4488322b05b5c3fa55ece1,529773767,5ebdb3390822324f3ebee5139430cc81,1750366,HP_0001787,Abnormal delivery,Other trait
icd10,O68,both_sexes,,,O68 Labour and delivery complicated by foetal stress [distress],truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O68 Labour and delivery complicated by foetal stress [distress]",3574,3574,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,145,NA,107,NA,3322,NA,6491,NA,8769,NA,417209,NA,-2.03E-01,NA,1.27E-01,NA,-4.70E-03,NA,8.55E-02,NA,4.43E-02,NA,2.20E-03,NA,-1.59E+00,NA,1.54E+00,NA,-7.84E-02,NA,6.71E-01,NA,5.36E-01,NA,3.67E-02,NA,-2.38E+00,NA,2.87E+00,NA,-2.14E+00,NA,9.96E-01,NA,1.01E+00,NA,1.03E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-O68-both_sexes.tsv.bgz,icd10-O68-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O68-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O68-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O68-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O68-both_sexes.tsv.bgz.tbi,7b60a01b5cc8b8be3168e9fd46afe8ea,1599939509,6f09f1700a0185641f9645d3af053b24,2049342,HP_0001787,Abnormal delivery,Other trait
icd10,O70,both_sexes,,,O70 Perineal laceration during delivery,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O70 Perineal laceration during delivery",5769,5769,0,NA,NA,NA,"AFR,CSA,EAS,EUR",4,,0,138,NA,135,67,5429,NA,6498,NA,8741,2642,415102,NA,-8.87E-02,NA,1.82E-01,9.29E-02,3.20E-03,NA,8.52E-02,NA,3.66E-02,1.07E-01,2.40E-03,NA,-7.21E-01,NA,1.85E+00,6.68E-01,3.68E-02,NA,6.93E-01,NA,3.73E-01,7.72E-01,2.76E-02,NA,-1.04E+00,NA,4.97E+00,8.66E-01,1.33E+00,NA,9.82E-01,NA,1.03E+00,1.01E+00,9.98E-01,NA,h2_z_insignificant,NA,not_EUR_plus_1,h2_z_insignificant,h2_z_insignificant,NA,FALSE,icd10-O70-both_sexes.tsv.bgz,icd10-O70-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O70-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O70-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O70-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O70-both_sexes.tsv.bgz.tbi,bfa337bf639970a2a2715549a0ddaf2b,1820052837,98bba569f38e535c3c449332e9f441fb,2114627,EFO_0009816,perineal laceration during delivery,Other trait
icd10,O72,both_sexes,,,O72 Postpartum haemorrhage,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O72 Postpartum haemorrhage",1422,1422,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,51,NA,50,NA,1321,NA,6585,NA,8826,NA,419210,NA,-3.02E-01,NA,2.06E-01,NA,4.89E-02,NA,8.59E-02,NA,4.38E-02,NA,2.20E-03,NA,-5.14E+00,NA,4.46E+00,NA,1.68E+00,NA,1.46E+00,NA,9.50E-01,NA,7.58E-02,NA,-3.52E+00,NA,4.70E+00,NA,2.22E+01,NA,1.03E+00,NA,1.02E+00,NA,6.91E-01,NA,h2_z_insignificant,NA,out_of_bounds_lambda,NA,out_of_bounds_lambda,NA,FALSE,icd10-O72-both_sexes.tsv.bgz,icd10-O72-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O72-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O72-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O72-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O72-both_sexes.tsv.bgz.tbi,d74fae0393227a3fb2193799b25e18b9,1519057053,53485be815320690a80db057d086dfc5,2036569,EFO_0009579,postpartum hemorrhage,Other disease
icd10,O75,both_sexes,,,"O75 Other complications of labour and delivery, not elsewhere classified",truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O60-O75 Complications of labour and delivery | O75 Other complications of labour and delivery, not elsewhere classified",757,757,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,757,NA,NA,NA,NA,NA,419774,NA,NA,NA,NA,NA,-2.40E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,-1.30E-01,NA,NA,NA,NA,NA,1.08E-01,NA,NA,NA,NA,NA,-1.20E+00,NA,NA,NA,NA,NA,1.04E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O75-both_sexes.tsv.bgz,icd10-O75-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O75-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O75-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O75-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O75-both_sexes.tsv.bgz.tbi,7d899cd493512400e7c136b6870c7ae1,535637865,1909f2c5824b1edb243c57926e469ce0,1751087,HP_0001787,Abnormal delivery,Other trait
icd10,O80,both_sexes,,,O80 Single spontaneous delivery,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O80-O84 Delivery | O80 Single spontaneous delivery",2148,2148,0,NA,NA,NA,"AFR,EUR",2,,0,107,NA,NA,NA,2041,NA,6529,NA,NA,NA,418490,NA,1.19E-02,NA,NA,NA,4.60E-03,NA,7.63E-02,NA,NA,NA,2.00E-03,NA,1.17E-01,NA,NA,NA,1.12E-01,NA,7.46E-01,NA,NA,NA,4.87E-02,NA,1.56E-01,NA,NA,NA,2.30E+00,NA,9.92E-01,NA,NA,NA,1.03E+00,NA,h2_z_insignificant,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-O80-both_sexes.tsv.bgz,icd10-O80-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O80-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O80-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O80-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O80-both_sexes.tsv.bgz.tbi,3d6bb2a058a063cb5a2bccb55ca073c2,1265173493,cddef9a2e4eefde6e521f44c27b4f968,1960307,EFO:0009638,NA,NA
icd10,O81,both_sexes,,,O81 Single delivery by forceps and vacuum extractor,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O80-O84 Delivery | O81 Single delivery by forceps and vacuum extractor",151,151,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,420380,NA,NA,NA,NA,NA,4.52E-02,NA,NA,NA,NA,NA,1.70E-03,NA,NA,NA,NA,NA,9.49E+00,NA,NA,NA,NA,NA,3.57E-01,NA,NA,NA,NA,NA,2.66E+01,NA,NA,NA,NA,NA,8.29E-01,NA,NA,NA,NA,NA,out_of_bounds_lambda,NA,FALSE,icd10-O81-both_sexes.tsv.bgz,icd10-O81-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O81-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O81-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O81-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O81-both_sexes.tsv.bgz.tbi,2d8d260fbce2c3bab379c6ff29587285,524084943,48e0395b6028b86adce7e14abc7c107a,1749998,HP_0011411,NA,NA
icd10,O86,both_sexes,,,O86 Other puerperal infections,truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O85-O92 Complications predominantly related to the puerperium | O86 Other puerperal infections",209,209,0,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,420322,NA,NA,NA,NA,NA,3.31E-01,NA,NA,NA,NA,NA,9.00E-03,NA,NA,NA,NA,NA,5.26E+01,NA,NA,NA,NA,NA,1.43E+00,NA,NA,NA,NA,NA,3.67E+01,NA,NA,NA,NA,NA,3.08E+00,NA,NA,NA,NA,NA,fail_ratio,NA,FALSE,icd10-O86-both_sexes.tsv.bgz,icd10-O86-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O86-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O86-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O86-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O86-both_sexes.tsv.bgz.tbi,cc89fa8083ac3cdd966a5f9aaa8df398,525916734,d4f0642e777a25b40d921ba13c4d1ec0,1750512,NA,NA,NA
icd10,O99,both_sexes,,,"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",truncated: true,NA,"Chapter XV Pregnancy, childbirth and the puerperium | O94-O99 Other obstetric conditions, not elsewhere classified | O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",1903,1903,0,NA,NA,NA,"AFR,CSA,EUR",3,,0,80,NA,86,NA,1737,NA,6556,NA,8790,NA,418794,NA,-7.52E-05,NA,2.09E-01,NA,4.00E-04,NA,7.50E-02,NA,3.94E-02,NA,2.00E-03,NA,-9.10E-04,NA,2.98E+00,NA,1.11E-02,NA,9.08E-01,NA,5.63E-01,NA,5.53E-02,NA,-1.00E-03,NA,5.30E+00,NA,2.00E-01,NA,1.01E+00,NA,9.94E-01,NA,1.01E+00,NA,h2_z_insignificant,NA,not_EUR_plus_1,NA,h2_z_insignificant,NA,FALSE,icd10-O99-both_sexes.tsv.bgz,icd10-O99-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O99-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O99-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-O99-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-O99-both_sexes.tsv.bgz.tbi,8f746a99f505b789ae6bdf969fa613e4,1555608431,bfabc45fdd4aa0b216099ce080c9a8ca,2041549,EFO_0009682,pregnancy disorder,Other disease
icd10,Q05,both_sexes,,,Q05 Spina bifida,truncated: true,NA,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities | Q00-Q07 Congenital malformations of the nervous system | Q05 Spina bifida",170,101,69,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,420361,NA,NA,NA,NA,NA,1.60E-03,NA,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,3.04E-01,NA,NA,NA,NA,NA,4.74E-01,NA,NA,NA,NA,NA,6.40E-01,NA,NA,NA,NA,NA,9.77E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Q05-both_sexes.tsv.bgz,icd10-Q05-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q05-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q05-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q05-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q05-both_sexes.tsv.bgz.tbi,e54fe9bc0f52aeca25cde3b890a7efad,517157376,e363af5f08dfe95bb64744c2cdbacb45,1750247,EFO_0003105,NA,NA
icd10,Q18,both_sexes,,,Q18 Other congenital malformations of face and neck,truncated: true,NA,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities | Q10-Q18 Congenital malformations of eye, ear, face and neck | Q18 Other congenital malformations of face and neck",138,73,65,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,420393,NA,NA,NA,NA,NA,1.60E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,3.63E-01,NA,NA,NA,NA,NA,4.99E-01,NA,NA,NA,NA,NA,7.27E-01,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Q18-both_sexes.tsv.bgz,icd10-Q18-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q18-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q18-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q18-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q18-both_sexes.tsv.bgz.tbi,20f18927e913bb620cdd2762c7a1adac,514441198,dfa9a07eda67986d6f0b08a447e15f09,1750098,Orphanet_183530,NA,NA
icd10,Q21,both_sexes,,,Q21 Congenital malformations of cardiac septa,truncated: true,NA,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities | Q20-Q28 Congenital malformations of the circulatory system | Q21 Congenital malformations of cardiac septa",687,366,321,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,419844,NA,NA,NA,NA,NA,1.90E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,1.11E-01,NA,NA,NA,NA,NA,1.23E-01,NA,NA,NA,NA,NA,9.05E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Q21-both_sexes.tsv.bgz,icd10-Q21-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q21-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q21-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q21-both_sexes.tsv.bgz.tbi,ece2677d68011710f1680b3784e81419,535029417,49e69335b9492da96933d4b14045cdd5,1750918,HP_0001671,abnormal cardiac septum morphology,Other trait
icd10,Q23,both_sexes,,,Q23 Congenital malformations of aortic and mitral valves,truncated: true,NA,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities | Q20-Q28 Congenital malformations of the circulatory system | Q23 Congenital malformations of aortic and mitral valves",295,99,196,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,420236,NA,NA,NA,NA,NA,5.30E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,6.29E-01,NA,NA,NA,NA,NA,2.73E-01,NA,NA,NA,NA,NA,2.30E+00,NA,NA,NA,NA,NA,9.96E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Q23-both_sexes.tsv.bgz,icd10-Q23-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q23-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q23-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q23-both_sexes.tsv.bgz.tbi,622c1f3bba3869d7827e18d1d53afa60,525518439,beebf6ef52c3cdc700d8a009712dd7c1,1750400,EFO_0009539,NA,NA
icd10,Q24,both_sexes,,,Q24 Other congenital malformations of heart,truncated: true,NA,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities | Q20-Q28 Congenital malformations of the circulatory system | Q24 Other congenital malformations of heart",174,86,88,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,420357,NA,NA,NA,NA,NA,4.00E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,7.44E-01,NA,NA,NA,NA,NA,3.91E-01,NA,NA,NA,NA,NA,1.90E+00,NA,NA,NA,NA,NA,9.71E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-Q24-both_sexes.tsv.bgz,icd10-Q24-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q24-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q24-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q24-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-Q24-both_sexes.tsv.bgz.tbi,a8107318a9eb5dc56116a1f5c2c964c4,517449137,b1d8e29bff8c0da6acf943f588675c53,1750181,EFO_0005269,congenital heart malformation,Cardiovascular disease
